# y_plus, uu_plus, vv_plus, minus_uv_plus
1.88119772e+02, 1.75325685e+00, 1.75325685e+00, 7.99050841e-01
1.89655443e+02, 1.75043701e+00, 1.75043701e+00, 7.97712450e-01
1.91191115e+02, 1.74761716e+00, 1.74761716e+00, 7.96820860e-01
1.92726787e+02, 1.74479732e+00, 1.74479732e+00, 7.95842305e-01
1.94262458e+02, 1.74197041e+00, 1.74197041e+00, 7.94247832e-01
1.95798130e+02, 1.73914350e+00, 1.73914350e+00, 7.93657886e-01
1.97333801e+02, 1.73630952e+00, 1.73630952e+00, 7.92437806e-01
1.98869473e+02, 1.73347555e+00, 1.73347555e+00, 7.91141017e-01
2.00405145e+02, 1.73064157e+00, 1.73064157e+00, 7.90323486e-01
2.01940816e+02, 1.72780052e+00, 1.72780052e+00, 7.88877510e-01
2.03476488e+02, 1.72495241e+00, 1.72495241e+00, 7.87909467e-01
2.05012159e+02, 1.72210430e+00, 1.72210430e+00, 7.86872008e-01
2.06547831e+02, 1.71925619e+00, 1.71925619e+00, 7.85765644e-01
2.08083503e+02, 1.71640101e+00, 1.71640101e+00, 7.84583557e-01
2.09619174e+02, 1.71354583e+00, 1.71354583e+00, 7.83333667e-01
2.11154846e+02, 1.71068358e+00, 1.71068358e+00, 7.82588969e-01
2.12690517e+02, 1.70782133e+00, 1.70782133e+00, 7.81207352e-01
2.14226189e+02, 1.70495202e+00, 1.70495202e+00, 7.79752276e-01
2.15761861e+02, 1.70208271e+00, 1.70208271e+00, 7.79390440e-01
2.17297532e+02, 1.69920633e+00, 1.69920633e+00, 7.78390790e-01
2.18833204e+02, 1.69632994e+00, 1.69632994e+00, 7.76739867e-01
2.20368876e+02, 1.69345356e+00, 1.69345356e+00, 7.75618052e-01
2.21904547e+02, 1.69057011e+00, 1.69057011e+00, 7.74429970e-01
2.23440219e+02, 1.68767960e+00, 1.68767960e+00, 7.73183117e-01
2.24975890e+02, 1.68478908e+00, 1.68478908e+00, 7.72470778e-01
2.26511562e+02, 1.68189150e+00, 1.68189150e+00, 7.71103001e-01
2.28047234e+02, 1.67899392e+00, 1.67899392e+00, 7.69677840e-01
2.29582905e+02, 1.67608927e+00, 1.67608927e+00, 7.69400982e-01
2.31118577e+02, 1.67318462e+00, 1.67318462e+00, 7.67866521e-01
2.32654248e+02, 1.67027290e+00, 1.67027290e+00, 7.66275970e-01
2.34189920e+02, 1.66736118e+00, 1.66736118e+00, 7.65833885e-01
